facility_id,avg_staff_count,pct_cold_chain_maintained,avg_crossmatch_turnaround_hours,facility_shortage_rate,facility_wastage_rate,n_records,most_common_region_type
BB_0080,8.0,0.8833333333333333,0.985,0.26666666666666666,15.9795,60,urban
BB_0081,7.63013698630137,0.9315068493150684,1.1643835616438356,0.2602739726027397,16.27849315068493,73,urban
BB_0082,7.847222222222222,0.9166666666666666,1.1444444444444446,0.3333333333333333,16.50027777777778,72,urban
BB_0083,8.013333333333334,0.8933333333333333,1.4146666666666665,0.29333333333333333,15.979333333333335,75,urban
BB_0084,7.741379310344827,0.8793103448275862,1.1344827586206896,0.15517241379310345,17.29637931034483,58,urban
BB_0085,7.3283582089552235,0.9253731343283582,1.180597014925373,0.29850746268656714,16.950000000000003,67,urban
BB_0086,7.594594594594595,0.8783783783783784,1.1675675675675676,0.40540540540540543,17.1522972972973,74,urban
BB_0087,8.117647058823529,0.9852941176470589,1.1573529411764707,0.20588235294117646,17.178823529411765,68,urban
BB_0088,8.412698412698413,0.8253968253968254,1.1571428571428573,0.31746031746031744,15.005396825396826,63,urban
BB_0089,7.516129032258065,0.8387096774193549,1.2322580645161292,0.2903225806451613,16.9941935483871,62,urban
BB_0090,7.828571428571428,0.9428571428571428,1.1071428571428572,0.2,16.444142857142857,70,urban
BB_0091,7.797101449275362,0.9130434782608695,1.1869565217391305,0.21739130434782608,15.795942028985507,69,urban
BB_0092,8.916666666666666,0.9444444444444444,1.1666666666666667,0.18055555555555555,17.185277777777777,72,urban
BB_0093,7.446428571428571,0.8928571428571429,1.2732142857142856,0.2857142857142857,16.38339285714286,56,urban
BB_0094,7.688524590163935,0.9344262295081968,1.3245901639344262,0.29508196721311475,16.579508196721314,61,urban
BB_0095,8.614285714285714,0.8857142857142857,1.0785714285714285,0.3,16.408714285714286,70,urban
BB_0096,8.278688524590164,0.8688524590163934,1.2262295081967212,0.22950819672131148,17.896065573770493,61,urban
BB_0097,8.328358208955224,0.8656716417910447,1.1432835820895522,0.26865671641791045,16.99686567164179,67,urban
BB_0098,7.621621621621622,0.972972972972973,1.1756756756756757,0.22972972972972974,16.747837837837835,74,urban
BB_0099,8.278688524590164,0.8360655737704918,1.0245901639344261,0.14754098360655737,16.244754098360655,61,urban
BB_0100,8.481012658227849,0.8860759493670886,1.1848101265822784,0.26582278481012656,16.260759493670886,79,urban
BB_0101,8.525,0.8875,1.065,0.1875,15.931625,80,urban
BB_0102,8.32857142857143,0.8857142857142857,1.0557142857142858,0.17142857142857143,16.47757142857143,70,urban
BB_0103,8.25,0.9078947368421053,1.019736842105263,0.3157894736842105,16.508026315789472,76,urban
BB_0104,7.864197530864198,0.7777777777777778,1.1185185185185185,0.2222222222222222,16.122716049382717,81,urban
BB_0105,8.4625,0.925,1.19625,0.2125,16.48875,80,urban
BB_0106,7.617647058823529,0.9264705882352942,1.0470588235294118,0.22058823529411764,15.937794117647059,68,urban
BB_0107,7.767857142857143,0.875,0.9982142857142857,0.23214285714285715,15.49232142857143,56,urban
BB_0108,9.158730158730158,0.9206349206349206,1.0507936507936508,0.2222222222222222,15.204603174603175,63,urban
BB_0109,7.972602739726027,0.8767123287671232,1.2616438356164383,0.1917808219178082,16.985205479452055,73,urban
BB_0110,8.212121212121213,0.9242424242424242,1.0636363636363637,0.2878787878787879,16.565909090909088,66,urban
BB_0111,7.714285714285714,0.875,1.2232142857142858,0.21428571428571427,17.304642857142856,56,urban
BB_0112,7.565217391304348,0.8695652173913043,0.9492753623188406,0.2753623188405797,16.35231884057971,69,urban
BB_0113,7.688311688311688,0.935064935064935,0.9818181818181817,0.24675324675324675,17.04077922077922,77,urban
BB_0114,9.104166666666666,0.9375,1.0770833333333334,0.20833333333333334,16.733958333333334,48,urban
BB_0115,8.06060606060606,0.8636363636363636,0.9893939393939394,0.2727272727272727,17.545454545454547,66,urban
BB_0116,7.375,0.9821428571428571,1.2053571428571428,0.2857142857142857,16.739107142857144,56,urban
BB_0117,8.295774647887324,0.8591549295774648,1.023943661971831,0.22535211267605634,16.93788732394366,71,urban
BB_0118,7.372881355932203,0.9322033898305084,1.3796610169491526,0.288135593220339,17.18033898305085,59,urban
BB_0119,8.338983050847459,0.7966101694915254,1.1203389830508474,0.22033898305084745,16.335593220338982,59,urban
BB_0120,8.25,0.868421052631579,1.2592105263157896,0.2631578947368421,15.801184210526317,76,urban
BB_0121,7.984126984126984,0.9047619047619048,1.0095238095238095,0.23809523809523808,16.78333333333333,63,urban
BB_0122,7.818181818181818,0.8787878787878788,1.093939393939394,0.25757575757575757,15.26409090909091,66,urban
BB_0123,7.819444444444445,0.9305555555555556,1.2486111111111111,0.2638888888888889,16.911805555555556,72,urban
BB_0124,8.23076923076923,0.9230769230769231,1.1676923076923078,0.2153846153846154,17.852307692307694,65,urban
BB_0125,7.346153846153846,0.9230769230769231,1.073076923076923,0.2948717948717949,16.38576923076923,78,urban
BB_0126,7.868852459016393,0.8688524590163934,1.1327868852459015,0.2786885245901639,15.508360655737706,61,urban
BB_0127,7.310344827586207,0.8793103448275862,1.0793103448275863,0.2413793103448276,15.668620689655173,58,urban
BB_0128,8.176470588235293,0.8970588235294118,1.1558823529411764,0.29411764705882354,15.59794117647059,68,urban
BB_0129,7.873239436619718,0.8873239436619719,1.008450704225352,0.28169014084507044,16.178591549295774,71,urban
BB_0130,8.43939393939394,0.8939393939393939,1.115151515151515,0.2727272727272727,15.395606060606061,66,urban
BB_0131,7.938461538461539,0.9384615384615385,0.9661538461538461,0.24615384615384617,15.849384615384617,65,urban
BB_0132,7.794520547945205,0.9178082191780822,1.104109589041096,0.2328767123287671,16.265890410958907,73,urban
BB_0133,7.916666666666667,0.9666666666666667,1.3150000000000002,0.21666666666666667,16.16,60,urban
BB_0134,8.109375,0.90625,0.9015625,0.25,17.69875,64,urban
BB_0135,7.882352941176471,0.9117647058823529,0.95,0.25,15.943676470588237,68,urban
BB_0136,7.590163934426229,0.9344262295081968,1.0803278688524591,0.32786885245901637,16.811803278688526,61,urban
BB_0137,7.966666666666667,0.8666666666666667,1.0666666666666667,0.2833333333333333,17.293499999999998,60,urban
BB_0138,8.306666666666667,0.9333333333333333,1.2453333333333334,0.28,16.960666666666665,75,urban
BB_0139,7.970588235294118,0.9411764705882353,1.0470588235294118,0.25,16.016764705882355,68,urban
BB_0140,8.318181818181818,0.8333333333333334,1.0969696969696972,0.19696969696969696,17.125757575757575,66,urban
BB_0141,7.982142857142857,0.9285714285714286,0.9285714285714286,0.26785714285714285,16.273035714285715,56,urban
BB_0142,7.65,0.9,1.22875,0.2,16.889125,80,urban
BB_0143,7.466666666666667,0.88,1.0533333333333332,0.24,16.9608,75,urban
BB_0144,8.214285714285714,0.875,1.4089285714285715,0.25,16.8375,56,urban
BB_0145,8.35820895522388,0.8805970149253731,1.180597014925373,0.22388059701492538,17.597014925373134,67,urban
BB_0146,8.246753246753247,0.8831168831168831,1.1337662337662338,0.18181818181818182,16.621948051948053,77,urban
BB_0147,7.835820895522388,0.8805970149253731,1.0298507462686568,0.23880597014925373,16.752089552238807,67,urban
BB_0148,7.65625,0.875,1.1015625,0.265625,16.7134375,64,urban
BB_0149,7.787878787878788,0.8939393939393939,1.0560606060606061,0.19696969696969696,17.60681818181818,66,urban
